Protein	Localization
C6orf57	Mitochondria
C6orf62	Cytosol
C6orf89	Secretory
C7	Unclassified
C7orf25	Cytosol
C7orf26	Nuclear
C7orf43	Cytosol
C7orf49	Cytosol
C7orf50	Nuclear
C7orf55	Mitochondria
C7orf55-LUC7L2	Unclassified
C7orf72	Cytosol
C8A	Cytosol
C8B	Cytosol
C8G	Cytosol
C8orf33	Nuclear
C8orf37	Cytosol
C8orf59	Unclassified
C8orf76	Cytosol
C8orf82	Mitochondria
C9	Cytosol
C9orf114	Nuclear
C9orf142	Cytosol
C9orf16	Cytosol
C9orf169	Secretory
C9orf3	Cytosol
C9orf40	Unclassified
C9orf41	Cytosol
C9orf64	Cytosol
C9orf72	Cytosol
C9orf78	Cytosol
C9orf85	Nuclear
C9orf89	Mitochondria
C9orf91	Secretory
CA1	Cytosol
CA13	Cytosol
CA2	Cytosol
CA8	Cytosol
CAAP1	Nuclear
CAB39	Cytosol
CAB39L	Cytosol
CABIN1	Nuclear
CABLES1	Secretory
CABLES2	Secretory
CABP7	Nuclear
CACFD1	Secretory
CACHD1	Secretory
CACNA2D1	Secretory
CACNA2D2	Secretory
CACNG4	Secretory
CACTIN	Nuclear
CACUL1	Cytosol
CACYBP	Cytosol
CAD	Cytosol
CADM4	Secretory
CALB2	Cytosol
CALCOCO1	Cytosol
CALCOCO2	Cytosol
CALD1	Unclassified
CALML3	Cytosol
CALML5	Cytosol
CALR	Nuclear
CALU	Nuclear
CAMK1D	Cytosol
CAMK2A	Cytosol
CAMK2B	Cytosol
CAMK2D	Cytosol
CAMK2G	Cytosol
CAMKK1	Cytosol
CAMKK2	Cytosol
CAMKMT	Cytosol
CAMLG	Secretory
CAMP	Secretory
CAMSAP1	Cytosol
CAMSAP2	Cytosol
CAMSAP3	Cytosol
CAND1	Cytosol
CAND2	Cytosol
CANT1	Secretory
CANX	Secretory
CAP1	Cytosol
CAP2	Cytosol
CAPG	Cytosol
CAPN1	Cytosol
CAPN13	Cytosol
CAPN15	Cytosol
CAPN2	Cytosol
CAPN5	Secretory
CAPN7	Cytosol
CAPN8	Cytosol
CAPNS1	Cytosol
CAPNS2	Cytosol
CAPRIN1	Nuclear
CAPRIN2	Nuclear
CAPS	Cytosol
CAPZA1	Cytosol
CAPZA2	Cytosol
CAPZB	Cytosol
CARD10	Cytosol
CARD16	Cytosol
CARD6	Cytosol
CARD8	Cytosol
CARHSP1	Cytosol
CARKD	Cytosol
CARM1	Cytosol
CARS	Cytosol
CARS2	Mitochondria
CASC3	Nuclear
CASC4	Secretory
CASC5	Nuclear
CASD1	Secretory
CASK	Secretory
CASKIN1	Cytosol
CASKIN2	Cytosol
CASP1	Cytosol
CASP14	Cytosol
CASP2	Cytosol
CASP3	Cytosol
CASP4	Cytosol
CASP6	Cytosol
CASP7	Cytosol
CASP8	Cytosol
CASP9	Cytosol
CAST	Cytosol
CASZ1	Nuclear
CAT	Secretory
CATSPER1	Secretory
CAV1	Secretory
CAV2	Secretory
CBFA2T2	Nuclear
CBFB	Cytosol
CBL	Cytosol
CBLB	Cytosol
CBLC	Cytosol
CBLL1	Nuclear
CBR1	Cytosol
CBR3	Cytosol
CBR4	Mitochondria
CBS	Cytosol
CBWD2	Cytosol
CBX1	Nuclear
CBX2	Nuclear
CBX3	Nuclear
CBX4	Nuclear
CBX5	Nuclear
CBX6	Nuclear
CBX7	Nuclear
CBX8	Nuclear
CBY1	Cytosol
CC2D1A	Cytosol
CC2D1B	Cytosol
CC2D2A	Unclassified
CCAR1	Nuclear
CCAR2	Nuclear
CCBL1	Cytosol
CCBL2	Cytosol
CCDC101	Nuclear
CCDC102A	Cytosol
CCDC104	Cytosol
CCDC106	Nuclear
CCDC109B	Mitochondria
CCDC115	Secretory
CCDC117	Nuclear
CCDC12	Unclassified
CCDC122	Secretory
CCDC124	Cytosol
CCDC126	Secretory
CCDC127	Mitochondria
CCDC130	Nuclear
CCDC132	Cytosol
CCDC134	Secretory
CCDC135	Cytosol
CCDC137	Nuclear
CCDC138	Secretory
CCDC14	Secretory
CCDC142	Cytosol
CCDC149	Nuclear
CCDC15	Cytosol
CCDC167	Secretory
CCDC174	Nuclear
CCDC18	Unclassified
CCDC181	Cytosol
CCDC22	Cytosol
CCDC25	Cytosol
CCDC28A	Cytosol
CCDC34	Cytosol
CCDC40	Cytosol
CCDC41	Mitochondria
CCDC43	Cytosol
CCDC47	Secretory
CCDC50	Cytosol
CCDC51	Mitochondria
CCDC53	Cytosol
CCDC57	Cytosol
CCDC58	Nuclear
CCDC59	Nuclear
CCDC6	Cytosol
CCDC61	Secretory
CCDC64	Secretory
CCDC64B	Secretory
CCDC69	Cytosol
CCDC71	Nuclear
CCDC71L	Nuclear
CCDC77	Secretory
CCDC80	Secretory
CCDC82	Nuclear
CCDC84	Nuclear
CCDC85A	Cytosol
CCDC85B	Cytosol
CCDC85C	Cytosol
CCDC86	Nuclear
CCDC88A	Cytosol
CCDC88B	Cytosol
CCDC88C	Cytosol
CCDC9	Cytosol
CCDC90B	Mitochondria
CCDC91	Cytosol
CCDC92	Cytosol
CCDC93	Cytosol
CCDC94	Unclassified
CCDC97	Cytosol
CCER2	Unclassified
CCHCR1	Cytosol
CCL22	Secretory
CCM2	Cytosol
CCNA2	Cytosol
CCNB1	Cytosol
CCNB2	Cytosol
CCNC	Nuclear
CCND1	Cytosol
CCNDBP1	Cytosol
CCNE1	Nuclear
CCNE2	Nuclear
CCNG2	Secretory
CCNH	Nuclear
CCNK	Nuclear
CCNL1	Nuclear
CCNL2	Nuclear
CCNT1	Nuclear
CCNT2	Nuclear
CCNY	Secretory
CCNYL1	Secretory
CCP110	Unclassified
CCPG1	Secretory
CCRN4L	Secretory
CCS	Cytosol
CCSAP	Mitochondria
CCSER1	Secretory
CCSER2	Cytosol
CCT2	Cytosol
CCT3	Cytosol
CCT4	Cytosol
CCT5	Cytosol
CCT6A	Cytosol
CCT6B	Cytosol
CCT7	Cytosol
CCT8	Cytosol
CD109	Secretory
CD14	Unclassified
CD151	Secretory
CD163	Unclassified
CD164	Unclassified
CD274	Secretory
CD276	Secretory
CD2AP	Cytosol
CD2BP2	Cytosol
CD3EAP	Nuclear
CD44	Secretory
CD46	Secretory
CD47	Secretory
CD55	Secretory
CD58	Secretory
CD59	Secretory
CD5L	Secretory
CD63	Secretory
CD74	Unclassified
CD81	Secretory
CD82	Secretory
CD83	Secretory
CD9	Secretory
CD97	Secretory
CD99	Secretory
CD99L2	Secretory
CDADC1	Cytosol
CDAN1	Cytosol
CDC123	Cytosol
CDC16	Cytosol
CDC20	Cytosol
CDC23	Cytosol
CDC25B	Cytosol
CDC25C	Cytosol
CDC26	Cytosol
CDC27	Nuclear
CDC34	Cytosol
CDC37	Cytosol
CDC37L1	Cytosol
CDC40	Nuclear
CDC42	Unclassified
CDC42BPA	Secretory
CDC42BPB	Cytosol
CDC42BPG	Cytosol
CDC42EP1	Cytosol
CDC42EP2	Cytosol
CDC42EP3	Cytosol
CDC42EP4	Cytosol
CDC42SE1	Secretory
CDC42SE2	Secretory
CDC45	Cytosol
CDC5L	Nuclear
CDC6	Secretory
CDC7	Unclassified
CDC73	Nuclear
CDCA2	Nuclear
CDCA3	Secretory
CDCA5	Nuclear
CDCA7	Nuclear
CDCA7L	Nuclear
CDCA8	Nuclear
CDCP1	Secretory
CDH1	Secretory
CDH13	Cytosol
CDH3	Secretory
CDIPT	Secretory
CDK1	Cytosol
CDK10	Nuclear
CDK11A	Nuclear
CDK11B	Nuclear
CDK12	Nuclear
CDK13	Nuclear
CDK16	Cytosol
CDK17	Secretory
CDK19	Nuclear
CDK2	Cytosol
CDK20	Cytosol
CDK2AP1	Nuclear
CDK3	Cytosol
CDK4	Cytosol
CDK5	Cytosol
CDK5RAP1	Mitochondria
CDK5RAP2	Secretory
CDK5RAP3	Secretory
CDK6	Cytosol
CDK7	Nuclear
CDK8	Nuclear
CDK9	Nuclear
CDKAL1	Secretory
CDKL5	Secretory
CDKN1A	Nuclear
CDKN1B	Cytosol
CDKN2AIP	Nuclear
CDKN2AIPNL	Nuclear
CDKN2C	Cytosol
CDKN2D	Cytosol
CDKN3	Cytosol
CDNF	Unclassified
CDON	Secretory
CDPF1	Nuclear
CDR2	Cytosol
CDR2L	Cytosol
CDS1	Secretory
CDS2	Secretory
CDT1	Nuclear
CDV3	Cytosol
CDYL	Nuclear
CDYL2	Nuclear
CEACAM1	Secretory
CEACAM19	Unclassified
CEACAM5	Secretory
CEACAM6	Secretory
CEBPA	Nuclear
CEBPB	Nuclear
CEBPG	Nuclear
CEBPZ	Nuclear
CEBPZ-AS1	Mitochondria
CECR2	Nuclear
CECR5	Mitochondria
CELF1	Nuclear
CELF2	Nuclear
CELSR1	Secretory
CELSR2	Secretory
CELSR3	Secretory
CENPB	Nuclear
CENPC	Nuclear
CENPE	Cytosol
CENPF	Nuclear
CENPH	Unclassified
CENPI	Nuclear
CENPJ	Cytosol
CENPK	Cytosol
CENPL	Nuclear
CENPM	Cytosol
CENPN	Nuclear
CENPO	Nuclear
CENPP	Nuclear
CENPQ	Nuclear
CENPT	Nuclear
CENPU	Nuclear
CENPV	Nuclear
CENPW	Nuclear
CEP104	Cytosol
CEP112	Cytosol
CEP120	Mitochondria
CEP128	Mitochondria
CEP135	Unclassified
CEP152	Mitochondria
CEP164	Secretory
CEP170	Cytosol
CEP170B	Cytosol
CEP192	Cytosol
CEP250	Cytosol
CEP290	Secretory
CEP350	Secretory
CEP41	Cytosol
CEP44	Cytosol
CEP55	Cytosol
CEP57	Mitochondria
CEP57L1	Secretory
CEP63	Mitochondria
CEP68	Secretory
CEP70	Mitochondria
CEP72	Cytosol
CEP76	Cytosol
CEP78	Secretory
CEP85	Cytosol
CEP85L	Unclassified
CEP89	Secretory
CEP95	Secretory
CEP97	Cytosol
CEPT1	Secretory
CERK	Secretory
CERS1	Secretory
CERS2	Secretory
CERS4	Secretory
CERS5	Secretory
CERS6	Secretory
CES1	Nuclear
CES2	Nuclear
CES3	Unclassified
CETN2	Cytosol
CETN3	Cytosol
CFD	Unclassified
CFDP1	Cytosol
CFH	Unclassified
CFHR3	Cytosol
CFHR5	Cytosol
CFI	Cytosol
CFL1	Cytosol
CFL2	Cytosol
CFLAR	Cytosol
CFP	Unclassified
CGGBP1	Nuclear
CGN	Cytosol
CGREF1	Cytosol
CGRRF1	Secretory
CHAC1	Cytosol
CHAC2	Cytosol
CHAF1A	Nuclear
CHAF1B	Nuclear
CHAMP1	Nuclear
CHCHD1	Mitochondria
CHCHD10	Unclassified
CHCHD2	Nuclear
CHCHD3	Mitochondria
CHCHD4	Mitochondria
CHCHD5	Nuclear
CHCHD6	Mitochondria
CHCHD7	Nuclear
CHD1	Nuclear
CHD1L	Cytosol
CHD2	Nuclear
CHD3	Nuclear
CHD4	Nuclear
CHD6	Nuclear
CHD7	Nuclear
CHD8	Nuclear
CHD9	Nuclear
CHDH	Mitochondria
CHEK1	Cytosol
CHEK2	Cytosol
CHERP	Nuclear
CHFR	Nuclear
CHIC2	Secretory
CHID1	Secretory
CHKA	Cytosol
CHKB	Cytosol
CHM	Cytosol
CHML	Cytosol
CHMP1A	Cytosol
CHMP1B	Cytosol
CHMP2A	Cytosol
CHMP2B	Cytosol
CHMP3	Cytosol
CHMP4A	Cytosol
CHMP4B	Cytosol
CHMP4C	Cytosol
CHMP5	Cytosol
CHMP6	Secretory
CHMP7	Cytosol
CHORDC1	Cytosol
CHP1	Secretory
CHPF	Secretory
CHPF2	Secretory
CHPT1	Secretory
CHRAC1	Cytosol
CHRM3	Secretory
CHRM4	Secretory
CHRNA5	Secretory
CHST10	Secretory
CHST11	Secretory
CHST12	Secretory
CHST14	Secretory
CHST15	Secretory
CHST3	Secretory
CHST6	Secretory
CHST7	Cytosol
CHSY1	Secretory
CHTF18	Nuclear
CHTF8	Nuclear
CHTOP	Nuclear
CHUK	Cytosol
CIAO1	Cytosol
CIAPIN1	Cytosol
CIB1	Secretory
CIC	Nuclear
CINP	Cytosol
CIPC	Nuclear
CIR1	Nuclear
CIRBP	Nuclear
CIRH1A	Nuclear
CISD1	Mitochondria
CISD2	Secretory
CISD3	Unclassified
CIT	Unclassified
CIZ1	Nuclear
CKAP2	Nuclear
CKAP2L	Nuclear
CKAP4	Secretory
CKAP5	Cytosol
CKB	Cytosol
CKLF	Secretory
CKS2	Cytosol
CLASP1	Cytosol
CLASP2	Cytosol
CLASRP	Nuclear
CLC	Unclassified
CLCA2	Secretory
CLCC1	Secretory
CLCN2	Secretory
CLCN3	Secretory
CLCN4	Secretory
CLCN5	Secretory
CLCN6	Secretory
CLCN7	Secretory
CLDN1	Unclassified
CLDN12	Secretory
CLDN3	Secretory
CLDN4	Unclassified
CLDN7	Unclassified
CLDN9	Secretory
CLDND1	Secretory
CLEC11A	Unclassified
CLEC16A	Cytosol
CLEC2B	Secretory
CLEC3B	Nuclear
CLEC7A	Secretory
CLGN	Secretory
CLIC1	Cytosol
CLIC3	Cytosol
CLIC4	Cytosol
CLINT1	Unclassified
CLIP1	Cytosol
CLIP2	Cytosol
CLIP4	Cytosol
CLK1	Nuclear
CLK2	Nuclear
CLK3	Nuclear
CLK4	Nuclear
CLMN	Secretory
CLN3	Secretory
CLN5	Unclassified
CLNS1A	Cytosol
CLOCK	Nuclear
CLP1	Nuclear
CLPB	Mitochondria
CLPP	Mitochondria
CLPTM1	Secretory
CLPTM1L	Secretory
CLPX	Mitochondria
CLSPN	Nuclear
CLSTN1	Cytosol
CLTA	Cytosol
CLTB	Cytosol
CLTC	Cytosol
CLU	Unclassified
CLUAP1	Cytosol
CLUH	Cytosol
CLYBL	Mitochondria
CMAS	Nuclear
CMBL	Cytosol
CMC1	Mitochondria
CMC2	Mitochondria
CMC4	Mitochondria
CMIP	Cytosol
CMPK1	Cytosol
CMSS1	Nuclear
CMTM4	Secretory
CMTM6	Unclassified
CMTM7	Cytosol
CMTR1	Nuclear
CMTR2	Cytosol
CNBP	Cytosol
CNDP2	Cytosol
CNEP1R1	Secretory
CNIH1	Secretory
CNIH4	Secretory
CNKSR1	Cytosol
CNKSR2	Nuclear
CNKSR3	Secretory
CNN1	Nuclear
CNN2	Cytosol
CNN3	Cytosol
CNNM1	Secretory
CNNM2	Secretory
CNNM3	Secretory
CNNM4	Secretory
CNOT1	Secretory
CNOT10	Unclassified
CNOT11	Unclassified
CNOT2	Nuclear
CNOT4	Cytosol
CNOT6	Secretory
CNOT6L	Secretory
CNOT7	Nuclear
CNOT8	Unclassified
CNP	Secretory
CNPY2	Nuclear
CNPY3	Nuclear
CNPY4	Nuclear
CNST	Secretory
CNTLN	Cytosol
CNTN1	Secretory
CNTNAP3	Secretory
CNTRL	Cytosol
CNTROB	Mitochondria
COA1	Mitochondria
COA3	Mitochondria
COA4	Unclassified
COA5	Nuclear
COA6	Nuclear
COA7	Nuclear
COASY	Cytosol
COBL	Cytosol
COBLL1	Cytosol
COG1	Cytosol
COG2	Cytosol
COG3	Cytosol
COG4	Cytosol
COG5	Cytosol
COG6	Cytosol
COG7	Cytosol
COG8	Cytosol
COIL	Nuclear
COL12A1	Unclassified
COL14A1	Unclassified
COL16A1	Unclassified
COL17A1	Secretory
COL18A1	Unclassified
COL1A1	Cytosol
COL1A2	Cytosol
COL3A1	Cytosol
COL4A1	Unclassified
COL4A2	Unclassified
COL4A3BP	Cytosol
COL5A1	Cytosol
COL5A2	Unclassified
COL6A1	Unclassified
COL6A2	Unclassified
COL6A3	Cytosol
COL8A1	Unclassified
COLGALT1	Nuclear
COLGALT2	Nuclear
COLQ	Cytosol
COMMD1	Cytosol
COMMD10	Cytosol
COMMD2	Cytosol
COMMD3	Cytosol
COMMD4	Cytosol
COMMD5	Cytosol
COMMD6	Cytosol
COMMD7	Cytosol
COMMD8	Cytosol
COMMD9	Cytosol
COMP	Unclassified
COMT	Cytosol
COMTD1	Mitochondria
COPA	Cytosol
COPB1	Cytosol
COPB2	Cytosol
COPE	Cytosol
COPG1	Cytosol
COPG2	Cytosol
COPRS	Cytosol
COPS2	Cytosol
COPS3	Cytosol
COPS4	Cytosol
COPS5	Cytosol
COPS6	Cytosol
COPS7A	Cytosol
COPS7B	Cytosol
COPS8	Cytosol
COPZ1	Cytosol
COQ10B	Mitochondria
COQ2	Mitochondria
COQ3	Secretory
COQ4	Secretory
COQ5	Unclassified
COQ6	Unclassified
COQ7	Secretory
COQ9	Mitochondria
CORO1A	Cytosol
CORO1B	Cytosol
CORO1C	Nuclear
CORO2A	Secretory
CORO2B	Secretory
COTL1	Cytosol
COX10	Mitochondria
COX11	Mitochondria
COX14	Mitochondria
COX15	Unclassified
COX16	Mitochondria
COX17	Nuclear
COX18	Mitochondria
COX19	Nuclear
COX20	Mitochondria
COX4I1	Mitochondria
COX5A	Mitochondria
COX5B	Mitochondria
COX6B1	Mitochondria
COX6C	Mitochondria
COX7A2	Mitochondria
COX7A2L	Mitochondria
COX7B	Mitochondria
COX7C	Mitochondria
CP	Secretory
CPA4	Unclassified
CPA6	Cytosol
CPAMD8	Cytosol
CPB2	Cytosol
CPD	Secretory
CPE	Secretory
CPEB2	Cytosol
CPEB3	Cytosol
CPEB4	Nuclear
CPLX1	Cytosol
CPM	Secretory
CPN2	Cytosol
CPNE1	Cytosol
CPNE2	Cytosol
CPNE3	Cytosol
CPNE8	Cytosol
CPOX	Nuclear
CPPED1	Cytosol
CPS1	Mitochondria
CPSF1	Nuclear
CPSF2	Nuclear
CPSF3	Cytosol
CPSF3L	Nuclear
CPSF4	Nuclear
CPSF6	Nuclear
CPSF7	Nuclear
CPT1A	Mitochondria
CPT2	Mitochondria
CPVL	Unclassified
CPXM2	Cytosol
CRABP2	Cytosol
CRADD	Cytosol
CRAMP1L	Nuclear
CRAT	Mitochondria
CRB3	Secretory
CRBN	Cytosol
CREB1	Unclassified
CREB3	Secretory
CREB3L2	Secretory
CREB3L4	Secretory
CREB5	Nuclear
CREBBP	Nuclear
CREBL2	Nuclear
CREBZF	Secretory
CREG1	Secretory
CREG2	Secretory
CRELD1	Secretory
CRELD2	Nuclear
CREM	Cytosol
CRIM1	Secretory
CRIP2	Cytosol
CRIPT	Cytosol
CRISPLD1	Secretory
CRK	Cytosol
CRKL	Cytosol
CRLF3	Cytosol
CRNKL1	Nuclear
CROCC	Cytosol
CROT	Secretory
CRTAP	Secretory
CRTC1	Cytosol
CRTC2	Cytosol
CRTC3	Cytosol
CRY1	Nuclear
CRY2	Nuclear
CRYAB	Nuclear
CRYBG3	Cytosol
CRYL1	Cytosol
CRYZ	Cytosol
CRYZL1	Cytosol
CS	Mitochondria
CSAD	Cytosol
CSDE1	Cytosol
CSE1L	Cytosol
CSF1R	Unclassified
CSF2RA	Secretory
CSGALNACT2	Secretory
CSK	Cytosol
CSNK1A1	Secretory
CSNK1D	Secretory
CSNK1E	Cytosol
CSNK1G1	Unclassified
CSNK1G2	Secretory
CSNK1G3	Secretory
CSNK2A1	Nuclear
CSNK2A2	Cytosol
CSNK2A3	Cytosol
CSPG4	Cytosol
CSPG5	Secretory
CSPP1	Nuclear
CSRP1	Unclassified
CSRP2	Unclassified
CSRP2BP	Nuclear
CSRP3	Cytosol
CST3	Unclassified
CST6	Cytosol
CSTA	Cytosol
CSTB	Cytosol
CSTF1	Nuclear
CSTF2	Nuclear
CSTF2T	Nuclear
CSTF3	Nuclear
CTAGE5	Cytosol
CTBP1	Nuclear
CTBP2	Nuclear
CTBS	Nuclear
CTC1	Cytosol
CTCF	Nuclear
CTDNEP1	Secretory
CTDP1	Nuclear
CTDSP1	Secretory
CTDSP2	Secretory
CTDSPL	Secretory
CTDSPL2	Nuclear
CTGF	Unclassified
CTH	Cytosol
CTHRC1	Secretory
CTIF	Cytosol
CTNNA1	Secretory
CTNNA2	Secretory
CTNNAL1	Mitochondria
CTNNB1	Secretory
CTNNBIP1	Cytosol
CTNNBL1	Nuclear
CTNND1	Secretory
CTNND2	Mitochondria
CTPS1	Cytosol
CTPS2	Cytosol
CTR9	Nuclear
CTSA	Unclassified
CTSB	Nuclear
CTSC	Nuclear
CTSD	Secretory
CTSG	Unclassified
CTSH	Unclassified
CTSK	Secretory
CTSL	Unclassified
CTSO	Unclassified
CTSS	Secretory
CTSV	Secretory
CTSZ	Unclassified
CTTN	Cytosol
CTTNBP2NL	Cytosol
CTU1	Cytosol
CTU2	Cytosol
CUEDC1	Cytosol
CUEDC2	Cytosol
CUL1	Cytosol
CUL2	Cytosol
CUL3	Cytosol
CUL4A	Cytosol
CUL4B	Cytosol
CUL5	Cytosol
CUL7	Cytosol
CUL9	Cytosol
CUTA	Cytosol
CUTC	Cytosol
CUX1	Secretory
CWC15	Nuclear
CWC22	Nuclear
CWC25	Nuclear
CWC27	Nuclear
CWF19L1	Cytosol
CWF19L2	Nuclear
CXADR	Secretory
CXCL16	Secretory
CXorf23	Nuclear
CXorf38	Cytosol
CXorf56	Nuclear
CXXC1	Nuclear
CXXC5	Unclassified
CYB561	Secretory
CYB561A3	Secretory
CYB5A	Secretory
CYB5B	Secretory
CYB5D2	Secretory
CYB5R1	Mitochondria
CYB5R3	Secretory
CYB5R4	Cytosol
CYBA	Secretory
CYBRD1	Secretory
CYC1	Mitochondria
CYCS	Nuclear
CYFIP1	Cytosol
CYFIP2	Unclassified
CYHR1	Nuclear
CYLD	Cytosol
CYP1A1	Secretory
CYP1B1	Secretory
CYP20A1	Secretory
CYP27B1	Unclassified
CYP27C1	Mitochondria
CYP2J2	Secretory
CYP2R1	Secretory
CYP2S1	Secretory
CYP2U1	Secretory
CYP39A1	Secretory
CYP4B1	Cytosol
CYP4F11	Secretory
CYP4F12	Secretory
CYP4F22	Secretory
CYP4F3	Secretory
CYP51A1	Secretory
CYP7B1	Secretory
CYR61	Secretory
CYSTM1	Secretory
CYTH1	Cytosol
CYTH2	Cytosol
CYTH3	Cytosol
D2HGDH	Mitochondria
DAAM1	Secretory
DAB2IP	Cytosol
DAD1	Secretory
DAG1	Secretory
DAGLA	Secretory
DAGLB	Secretory
DAK	Cytosol
DALRD3	Cytosol
DAP	Cytosol
DAP3	Secretory
DAPK1	Secretory
DAPK3	Nuclear
DAPP1	Cytosol
DARS	Nuclear
DARS2	Mitochondria
DAXX	Nuclear
DAZAP1	Nuclear
DBF4	Nuclear
DBI	Cytosol
DBN1	Secretory
DBNDD1	Cytosol
DBNL	Cytosol
DBP	Nuclear
DBR1	Cytosol
DBT	Mitochondria
DCAF10	Cytosol
DCAF11	Cytosol
DCAF12	Unclassified
DCAF13	Nuclear
DCAF15	Nuclear
DCAF16	Cytosol
DCAF17	Cytosol
DCAF4	Nuclear
DCAF5	Nuclear
DCAF6	Nuclear
DCAF7	Cytosol
DCAF8L2	Cytosol
DCAKD	Secretory
DCBLD1	Secretory
DCBLD2	Secretory
DCD	Unclassified
DCK	Cytosol
DCLK1	Cytosol
DCLK2	Cytosol
DCLRE1A	Nuclear
DCLRE1B	Unclassified
DCLRE1C	Nuclear
DCN	Unclassified
DCP1B	Cytosol
DCP2	Nuclear
DCPS	Cytosol
DCTD	Cytosol
DCTN1	Cytosol
DCTN2	Cytosol
DCTN3	Cytosol
DCTN4	Cytosol
DCTN5	Cytosol
DCTN6	Cytosol
DCTPP1	Cytosol
DCUN1D1	Cytosol
DCUN1D2	Cytosol
DCUN1D3	Secretory
DCUN1D4	Cytosol
DCUN1D5	Cytosol
DCXR	Cytosol
DDA1	Nuclear
DDAH1	Cytosol
DDAH2	Cytosol
DDB1	Nuclear
DDB2	Nuclear
DDHD1	Cytosol
DDHD2	Cytosol
DDI2	Cytosol
DDIT4	Cytosol
DDOST	Secretory
DDR1	Secretory
DDRGK1	Secretory
DDT	Cytosol
DDX1	Nuclear
DDX10	Nuclear
DDX11	Cytosol
DDX17	Nuclear
DDX18	Nuclear
DDX19A	Cytosol
DDX20	Nuclear
DDX21	Nuclear
DDX23	Nuclear
DDX24	Nuclear
DDX27	Nuclear
DDX28	Secretory
DDX31	Nuclear
DDX39A	Nuclear
DDX39B	Nuclear
DDX3X	Nuclear
DDX3Y	Nuclear
DDX41	Nuclear
DDX42	Nuclear
DDX46	Nuclear
DDX47	Nuclear
DDX49	Nuclear
DDX5	Nuclear
DDX50	Nuclear
DDX51	Nuclear
DDX52	Nuclear
DDX54	Nuclear
DDX55	Nuclear
DDX56	Nuclear
DDX58	Cytosol
DDX59	Cytosol
DDX6	Nuclear
DDX60	Nuclear
DEAF1	Nuclear
DECR1	Mitochondria
DECR2	Secretory
DEDD	Nuclear
DEDD2	Cytosol
DEF6	Nuclear
DEF8	Cytosol
DEGS1	Secretory
DEK	Nuclear
DENND1A	Cytosol
DENND1B	Cytosol
DENND2C	Cytosol
DENND2D	Secretory
DENND3	Cytosol
DENND4A	Cytosol
DENND4B	Cytosol
DENND4C	Cytosol
DENND5A	Cytosol
DENND5B	Cytosol
DENND6A	Cytosol
DENR	Cytosol
DEPDC1	Secretory
DEPDC1B	Secretory
DEPDC5	Cytosol
DEPDC7	Cytosol
DEPTOR	Cytosol
DERA	Nuclear
DERL1	Secretory
DERL2	Secretory
DES	Nuclear
DESI1	Cytosol
DESI2	Secretory
DET1	Nuclear
DFFA	Cytosol
DGAT1	Secretory
DGCR14	Nuclear
DGCR2	Secretory
DGCR6L	Unclassified
DGCR8	Nuclear
DGKA	Cytosol
DGKD	Unclassified
DGKH	Cytosol
DGKQ	Cytosol
DGKZ	Cytosol
DGUOK	Unclassified
DHCR24	Secretory
DHCR7	Secretory
DHDDS	Secretory
DHFR	Cytosol
DHODH	Mitochondria
DHPS	Cytosol
DHRS1	Secretory
DHRS11	Cytosol
DHRS13	Secretory
DHRS2	Mitochondria
DHRS3	Secretory
DHRS4	Secretory
DHRS7	Secretory
DHRS7B	Secretory
DHRS9	Secretory
DHRSX	Secretory
DHTKD1	Mitochondria
DHX15	Cytosol
DHX16	Nuclear
DHX29	Nuclear
DHX30	Secretory
DHX32	Cytosol
DHX33	Nuclear
DHX34	Nuclear
DHX35	Cytosol
DHX36	Nuclear
DHX37	Nuclear
DHX38	Nuclear
DHX40	Nuclear
DHX57	Nuclear
DHX8	Nuclear
DHX9	Nuclear
DIABLO	Nuclear
DIAPH1	Cytosol
DIAPH2	Cytosol
DIAPH3	Cytosol
DICER1	Nuclear
DIDO1	Nuclear
DIEXF	Nuclear
DIMT1	Nuclear
DIP2A	Cytosol
DIP2B	Cytosol
DIP2C	Cytosol
DIRC2	Secretory
DIS3	Nuclear
DIS3L	Cytosol
DIS3L2	Cytosol
DISP1	Unclassified
DISP2	Nuclear
DKC1	Nuclear
DLAT	Secretory
DLD	Secretory
DLG1	Unclassified
DLG3	Secretory
DLG5	Secretory
DLGAP4	Cytosol
DLGAP5	Cytosol
DLST	Secretory
DLX5	Secretory
DLX6	Nuclear
DMAP1	Nuclear
DMD	Unclassified
DMGDH	Mitochondria
DMKN	Cytosol
DMPK	Cytosol
DMRTA1	Secretory
DMRTC2	Cytosol
DMTF1	Nuclear
DMTN	Cytosol
DMWD	Cytosol
DMXL1	Cytosol
DMXL2	Cytosol
DNA2	Cytosol
DNAAF2	Cytosol
DNAAF3	Cytosol
DNAH5	Secretory
DNAJA1	Cytosol
DNAJA2	Cytosol
DNAJA3	Mitochondria
DNAJA4	Cytosol
DNAJB1	Cytosol
DNAJB11	Secretory
DNAJB12	Secretory
DNAJB14	Secretory
DNAJB2	Cytosol
DNAJB4	Cytosol
DNAJB6	Unclassified
DNAJB9	Secretory
DNAJC1	Secretory
DNAJC10	Secretory
DNAJC11	Mitochondria
DNAJC13	Secretory
DNAJC14	Secretory
DNAJC15	Secretory
DNAJC16	Secretory
DNAJC17	Cytosol
DNAJC18	Cytosol
DNAJC19	Mitochondria
DNAJC2	Cytosol
DNAJC21	Cytosol
